Angle,Cp
1.413615e+02,-2.563557e-01
1.406250e+02,-2.563485e-01
1.398885e+02,-2.562830e-01
1.421385e+02,-2.562248e-01
1.428750e+02,-2.559257e-01
1.436115e+02,-2.554955e-01
1.773615e+02,-2.266773e-01
1.766250e+02,-2.303478e-01
1.758885e+02,-2.344876e-01
1.166115e+02,-2.735755e-01
1.158750e+02,-2.755843e-01
1.151385e+02,-2.757660e-01
3.150000e+01,1.210031e+00
3.111146e+01,1.262757e+00
3.037500e+01,1.261061e+00
2.963854e+01,1.299951e+00
1.301115e+02,-2.553349e-01
1.293750e+02,-2.553679e-01
1.286385e+02,-2.554228e-01
1.061385e+02,-2.350385e-01
1.068750e+02,-2.404104e-01
1.076115e+02,-2.450957e-01
1.466385e+02,-2.554004e-01
1.473750e+02,-2.561312e-01
1.481115e+02,-2.569702e-01
6.361459e+00,1.751257e+00
5.625000e+00,1.693159e+00
4.888542e+00,1.655068e+00
1.350000e+02,-2.549413e-01
1.346115e+02,-2.549256e-01
1.338750e+02,-2.549172e-01
1.331385e+02,-2.549327e-01
1.761146e+01,1.558665e+00
1.687500e+01,1.561297e+00
1.613854e+01,1.634438e+00
1.353885e+02,-2.549673e-01
1.361250e+02,-2.550123e-01
1.368615e+02,-2.550716e-01
1.526115e+02,-2.590308e-01
1.518750e+02,-2.590720e-01
1.511385e+02,-2.590333e-01
1.713885e+02,-2.587998e-01
1.721250e+02,-2.556042e-01
1.728615e+02,-2.518440e-01
1.488885e+02,-2.564818e-01
1.496250e+02,-2.571382e-01
1.503615e+02,-2.576064e-01
1.443885e+02,-2.543598e-01
1.451250e+02,-2.540871e-01
1.458615e+02,-2.540587e-01
5.438854e+01,6.291307e-01
5.512500e+01,6.109521e-01
5.586146e+01,5.964107e-01
3.188854e+01,1.232354e+00
3.262500e+01,1.200251e+00
3.336146e+01,1.221085e+00
8.961146e+01,-7.774451e-02
8.887500e+01,-7.085594e-02
8.813854e+01,-5.941954e-02
2.738854e+01,1.330734e+00
2.812500e+01,1.342358e+00
2.886146e+01,1.349713e+00
1.638615e+02,-2.603478e-01
1.631250e+02,-2.599928e-01
1.623885e+02,-2.598205e-01
2.638542e+00,1.677085e+00
3.375000e+00,1.647746e+00
4.111458e+00,1.668771e+00
4.763854e+01,8.134725e-01
4.837500e+01,7.916201e-01
4.911146e+01,7.832567e-01
