Angle,Cp
1.503615e+02,-2.439766e-01
1.443885e+02,-2.406034e-01
1.451250e+02,-2.407501e-01
1.458615e+02,-2.410515e-01
5.438854e+01,6.318841e-01
5.512500e+01,6.130141e-01
5.586146e+01,5.942766e-01
3.188854e+01,1.221717e+00
3.262500e+01,1.204288e+00
3.336146e+01,1.187083e+00
8.961146e+01,-8.014551e-02
8.887500e+01,-7.037127e-02
8.813854e+01,-6.064781e-02
2.738854e+01,1.338146e+00
2.812500e+01,1.322004e+00
2.886146e+01,1.303630e+00
1.638615e+02,-2.517037e-01
1.631250e+02,-2.516385e-01
1.623885e+02,-2.514303e-01
2.638542e+00,1.617707e+00
3.375000e+00,1.614901e+00
4.111458e+00,1.612120e+00
4.763854e+01,8.141702e-01
4.837500e+01,7.949017e-01
4.911146e+01,7.758617e-01
